textID,selected_text
098edab5a5,"s wonderful and Ciara has muscles..the end. G`nitey, tweet tweets!"
92b005cd96,o sa
d4438dda5a,"precisely.  The more followers you have, the more important you feel  http://twitter.pbworks.com/Hashtags explains a bit more."
5134227c2e,awww. i wish i had a younger sis ): but i do have an older one!!! i bet your younger sis loves
9f99fb6260,I`m so down a
ebba593312,Poor 
afe6b0ffd1,trying to work...
90fb34189c,"is back from the park and is very sunburnt  cant wait 4  2night,and is gonna get smashed..bein sober jst wnt b as fun!"
672988516f,YES!!
f13749b165,i have bad new
ce0025d376,"ack, no can see  either.  and weird"
8a87bf47ff,"oh dear, thats not good - I hope you get through it all with a smi"
c049a372a4,Why are embossers so expensive? Can I do get one on the cheap? Trying to save 75%. Papersource order goes in TONIGHT. Sry bank 
8b6c19b6ad, bad
78458c5a51,aw its okay tht happened wid me too..am so glad thts OVER now!am not helpin here am i?!?lol thnx for postin WMIAD  loved it
a0914cc0cb,aaawww im soooOOooo tired today.. i dont feel good.. i dont wanna go to work wah..  but yeah im goin to work in a few mins. til
1be99e0e71,Is home from MARCO ISLAND and missin
c915181b90,all that cr
133e78e31d,esome.
0d886d541b,"Not feeling it 2day, just left the glasses on  peace and unity."
700c32383e,sad
4c822b82fb,sorr
05341e9a98,in IT-lesson at school and eating salad
0040f2c57e,well u weren`t around 2 twi
657e005fc3, Decaf? I can do some teas late but never coffee- Id fly around the room. Justin Timberlake hosted. FUNNY sketch w/ Samberg
f11e57a99e,yummy
4fdd2fa268,good 
108bff6f90,I`m trying to convince  to wait a bit to see Up! as well. She doesn`t want to see it with
7323f7136b,i find John Mayer`s tweets mighty entertaining for a hearty laugh...so than
fb13135492,Yeah I ha
d937c51b4c,#pens...steigy...no politics hun...the obamas are not watching hockey
8a351a9ee7,"You remind me so much of a Omaha Girl, that I use to date.  I guess it all in the Jeans, (Calvin Kleins is what she wore)."
8e9885e7d7,Craving munchkins so ba
38ba946b2c,Strawberry margaritas + baked stuffed shri
ec23d0e4d0,"In bed now  tonight has been really really funny, best "
021fba6152,Awww... 
26167f5456,"ts friday!  well, technically anyway...but its really thursday for me.  dang having to work saturday mornin"
76b443a115,Don`t really feel like I got a tan  I gave up and am working out instead. Skin cancer is overrated. <3
860b2bb70c,Bummer
0d51043389,d abou
1a88179ebb,I lov
31dabb4504,Booo. Finally I could get back on here. My Internet went ou
75144431f2,o hope
cd5f10b26f,Has been rejecte
094218c2e7,in about half a hour i`m going to my english lesson...guess i`ll have to wait...and wait for a couple hours so i`m over with it
c8eea28ae3, nice ride none the less
13826b6ec5, awww than
3f9e453c87,i want to see you on tour!
8c53d39244,I is so lonely
18c96b67f9,watching 48 hours
272ec1154a,cks? its be
ab75d13082, - i lo
1a7b921e43,My dreams have been crushed
706510b794,"yeah, that was my point >.< please dont make me feel worse than i"
305a3f696e, u don`t know harajuku lovers?
d86b813a34,t is so not go
1de4055802,"getting ready, waiting for cor, picking up josh, movies & out to dinner - then trailer perhaps? baccck to work tomorrow"
3dbc0f7847,i l
0193047902,miserable 
f2c63f0036,"_01 here is winter, but not snow"
1c9356889a,"I know, pero available na yata eh. Sa Singapore, tho"
2c7f3984d7,home from school now. watching that `70 show
e3c4e7de07,"Hi Simon, I`m new to this too - but just thought I`d tell you Jimmy Carr has tweeted that you make the Star Trek movie."
fafc26d78f,went to the dmv today.....some things never change
c2871ceb4b,em. Enjo
095bbadf62,Yay f
d8104f1513,Ahhhh!!!!!! Almost off!!! Can`t wait!! But..I got work again rite after this!   HAT CLUB Come && gimme some Company! Oh && a Co
b6ae06369c,Revamping my recording studio today and adding some nice high end outboard gear...very exite
c6a9f178f7,Thanks  The elephants look magnificent This is what we miss due to stupid restrictions - 3G pleease and c
81cc353f02,editing pictures
ff29b26f71,Just five more days. Five more long days. Ahh!
9aaaea12c7,"This is my new College project, i just wanted to share it  Hey Mr Bartender - College Project http://"
52c5317840,work work work
67dd184564,Nice
f0bb64692f,Wishin
0c8d7056bd,ne suck
d2d0eb28ef,"night out had 2 b put on hold 4 2 weeks coz i was so ill last nite, gutted! still had a nice nite tho  but whers the sun gone!"
cfb0ab06b2,ods ni
4bdcab31a5,i`m really tired 
085850ff7f," yes I can imagine, I need my morning coffee otherwise I cannot function, have a good and relaxing Sund"
03d206102c,joy
5c26699d0c,thats g
ae19d98db6,:: holy kraut. I canNOT stay up this late. But the book is done and in the author`s in box.  Tucking in with kitty-boys now. Ni
5d29c8c13a,eat night
6b3c5d881b, hope y`all enjoy the MusicBoat Cruise.  What a tough job - haha!!
5be32edc7a,Ok all have hit the point of relaxation.. heading to bed  sleep well and Ha
968921e46e,taking mum to lunch for mothers day
bff598b826,Instant Internet Marketing EMPIRE! + *BONUS* recoup your investment in 24 hours or less  http://vur.me/megainternetwealth/m
5b73ec8c21," if our office bldg. sells we will move to another smaller one that we own, but will lose the gym"
f5f156252d,Sharapova loses 1st set 6-
2f3ee6608d,This is not fa
b885a62179,u should tell ppl where u`ll be in vancouv
7603581410,"Last night, bad guys tried to enter in my garden . I was alone and I really got scared. Now, i feel really stupid. NOT FUNNY"
55ee97cf53,internet 
a3b20c9c86,ï¿½re bra
cdb59f1fd1,Happy
826958a101,I`m going to bed ....it`s weird the 1st time in a long time.. He didn`t call and say goodnight  ... Ima lil curious
7ab6fa953a,But I am with you... I hate doing it... can`t we just make music and magically not have to worry about money  awe... sigh...LO
4afeb17b38,"tp://twitpic.com/4jcwm - YES, my #ubook Lenovo T400 finally arrive"
aff382fc99,"Going to my brother`s wedding in Princeton, NJ next Sat. Had to buy a navy blue sports coat and gray pants - $13 total at Goodw"
1ff2d7d7b2,Wow slept in with no dolidh here to wake me up
5c6c7b416e,ah wait! we can only go if you can get us to and from cos my mom`s tires are nonlong distance till she can buy some new ones.
f0edaf1afa, I should be asleep  trying to be..
927a7b48ec,getting impatient
e5b86c0cac,appy! how can i enjoy it without my best friend
a8ed4e8266,want
750bc1bdd1,goo
dfde5d23b1, Poo
1f6f2bec76,like why the **** am i still up...maybe because im drunk as hell and had a great time tonight..**** was crazy
a3fe525405, Well I am on the RIGHT side of thirty
42b9e3bcd8,s. Sha
650b8c1d80, im following because of   yaaaaaay co
136ccb49bf,i`m bo
a569cbf02b,it would hurt only when you touch it or when it gets hit. But when you don`**** won`t  but after a month it wouldn`t hurt na!
d57866fd4f,aweso
62e59eaac2, I was going to go to london for a week then had to change my ticket! I would have been there right now
9e3b470a70,is it unny today or not? taking too long to decide haha. i wna get a tan
84c12a654c,Shots suuuuc
d65ce39851,god ble
4319eb552c,has some bad newss
0e76a49827,Listening to Hey Zulu - Red n` Meth. Sux to be at work righ
0a1bc27370,eating maccies
6d9eba1ced,Finally home  Gonna hit the hay n sleep till noon lo
b0915e0362," Southridge was moved a week later cause of Swine flu, i thi"
b4774eef40,Thanks 
bc30143e71,"http://www.myspace.com/dica_grl Just got a crush on this song! Disco`s Out! Murder`s In! ruleaz?, zic!  www.myspace.com/discoso"
a6204153cb,"_gal of course! *cough* I mean, no, 1.5 hours extra testing and debugging time"
284ee6bc37,t is so cut
93934691b8,Thanks
fa87f21b8d,Of back off other peoples he can only have one stalker
b74856cd98,ey  sorr
8447a5d54f,was a g
cd378b09d0,ot to mention hw fat ima get frm wrk n here
d1636394f3,Is feeling like he has a bad flu. Yes. Bad. Flu
5a9c1c43a8,he commies at their finest: youtube and blogger are blocked in china. no updates from us while we are in china.  but GREAT WAL
4f65e49c6e,My throat hurts so b
cb9f6c87b1,vorite things to do. So much so that I`m doing it on a saturday night for fun!
8a1f99c790,i wish i could av gone 2 da 1 he did where i live but i coul
286fe373a6,what!!!????  where are u guys going!
5010f92b03,Took a shift tomorrow.    I don`t really feel like working righ
9937fa651b, Flew home from London to NI to catch up with the family and caption a show ... Everyone went to bed early and left me!
21772a3cfb, hur
12975d6b3f,ZOMG SO CUTE MATT. **** thats a g
6bfd4874e7,Ow. Okay.  It`
0bf5ea2bcf,I just ba
a219793f12,better.  That wasn`t one of my better summarie
27d14f5c13,Fudge
c4680cbabe,eriou
90dc2283ca,__ thank You! I almost forgot hoe to type on the keyboard how long I was anway from my PC
ecf6c74e95,Brake time!! Nothing for lunch. Tonite.
ba08a82a71,"Just woke up & can`t go back to sleep. Had a txt from the bff sayin if you`re up call me, sounds important but that was 4 hours"
d695d1e9c9,Why am I still upppp????? LOL.  Work in less than 5 hours.
a75502baae,contemplating whether or not I will go to prom as I listen to my 80`s playlist. 'Somethings tellin me it might be you!' Stephen
e564a99c59,Off to class
9d5407420e,Needs a job BADLY!!!
b92225fd95,hat`s a whole lot of rainstorm goin` on.  Maybe I won`t go out tonight...
db149d27b5,EY!  i dont know how to use this ._.
12c056997e,Fight Club 10th anniversary re-enacting. Nice tat
7865471741,Guess I`m on Twitter now!
f7bd9f704a,1 week and 1 one day to go
9007a4ac58,e funny  nite
ff2b2811d5,I think the rain killed
41b84cfa3a, hotness personified
818ac912a5,reat
2b8b42deef,ts near impo
5fb49dac18,. I hope it`s nothing too ser
47b324d252, #wheniwerealad can you explain how that worked? lol  and no rude  explanations pleeezzz
0659bb35b3,shares http://tinyurl.com/czhzb3 another id draft  http://plurk.com/p/
794717e6f5,  Is George still mending the ca
b5922870f6,"Yes, this NBA song is great!!!  Got "
0531b5db31,_Roy i tell them it`s facebook minus everything but the status updates
ab18d5f11f,so cut
b6ec6d35ed,I`m SO
7b552ab826,I think that`s cutting off the URL so the pic doesn`t turn up.   #mishaneedschapstic
dc9a1856b2,@_Cantus_  all i hear is coffee brewing at my end
703ac31c4c,i dont feel good! 
433ac3cf89,Thank
e1a0b39aea," what can i say, i am a creatur of night, hmm, should be dne s"
17de4b411b,"reat, especially in 'Unity"
3ef8e86ade,ay too sa
dd98466b8b,sick 
efa546635f, this kitteh likes going in front... or behind... or to the side...of the bo
f8afc0cc2e,one thing is good e
01879ae972,Swiped the last package of fruit snacks! Hell yeah. Finished Catch-22. What shall I read next?!? I`m such a 
f7d6f39e3f,taking requests for nkkairpl
10b52778a6,wish i can be with her every day
291fe05fab,Many many than
fa52ceb912,Major Fail
6db5740b39,"well, the customer is always right (at least that`s what they tell"
c237b3bce7,_G yup - that`s where I watch all my movi
ba7f7e4d00, Happy
f868f8d455,Surely you knew this before hand? A good book or a hand held has to be essential. Just no PSPs unless you have a charger.
bd414ef6e5,i  than
135118b833,.. sad
739630337f, I mis
5481448e66,My back is killing me...  It won`t keep me from dropping it low...hope I got someone to pick it back up tho... LO
06a80bb433,orry 
6eb1feccee,is
7418001c22,ficklenes
9cbb4b81c8,a HUGE SPIDER just crawled past me.  HUG
378cd690c7,#DuckRaces in the bath don`t q
890259f4c6,"Forced myself out of bed this morning, but failed to cycle in. ****"
b4e1d922fa,so sa
d5233b3fc4,go
786cd7166a,_Logos nope my computer right now is in need of a power supply so im useing an old office mach
1ae0bf389e,K - I can hack if I have directions   have multiple social net sites & I think this is a cool add but we chose not 2 go MU
5236d69815, ble
c96c82bebb,i`m so worn ou
0aa1791075,- the definition of true beauty
8aab396dfb, What`s for dinner?
6009a39fc0,lol hell yes i`m
e6ea3c23f3,Was eating a manderin. But it`s all gone now!
61baeaf93b,ts a fail when you`re receiving dollars. I quoted a job in USD last month. i`m getting paid now = major loss
366b5ae639,i am going to be staring at hello kitty`s face at 3-9
9811870a37,appy 
6bf46b99ce,Really tired
9bd1d86c69,Oh n
cd23a0a6da," ....what did she EVER do to piss them off?    I thought you just meant casting-related ****, not more of that"
0e556dcfed,So its my bday weekend and ***
76d2501d1b,"here is never anything on tv, on sundays. CAN`T WAIT for america"
d3ccc37b2f, what`s wrong with debbie
31b08af9c0,i could have got you some from work and not paid more than R20 per 
f314c3640b,Another night of not sleepin
085f5b591e,_ Goodnight
dd75e7768a,`t do so great. He`s still in 3rd p
b4e4fa2c30,_kritt GPS location: http://bit.ly/SPW5s here I 
613e671a65,"Heading to bed. I think I`ll read for a bit, propped up on fluffy pill"
f4d7f474ba,`m ill
d761c60b91,"well, so are you  but i managed to go to sleep for another couple of hours and wake up again while you`re still snoozin"
96add8a10a, love
74ed02b34e,Sorry
81e709f406,just pre-ordered your new album `Off The Deep End`. Been listening to `Permanent Heart` on repeat since
b9564322fc,"Im Duong in VietNam. Where r u from? I`m 19. I dont understand what you wrote down in twitter, please tell me! Thanks!"
6e0c6d75b1,re fun
d33f811375,`****?
40198f86d1,I do that all the time
a28b2d0843,Fuuudge. Movie store is close
8b0bd92f6f,HAPPY
fe414f7be1,"No more pizza for Jamie? wtg  http://bit.ly/DVSCA (Britains got talent, sure has.)"
423ad94dd0,tnx for the repLy on myspace...
6bf96a6fe8,"  I am mid-detox, I won`t eat any"
6c79c77739,that couldn`t be more true! I like ur momma`s style!
aaa6338f5e,"Currently 52ï¿½ in Msla, not a cloud in the sky, no humidity, gonna get into the 80s today, and I`m...working."
a86eb0f4d1," Great, great music"
3d10f395a2,10) I`m allergic
215ba6dbfb,"Yeah, I wanted to say this, that there`s a @ yourname section.  A bit tricky way to find your replies, t"
faa24ec0ee,Something like tha
8fb818e875,anyone else having a problem
bd48994e4a,I kinda forgot how much I love the darkness
94a57d2934,a joyfu
650a7ee05c,SS lo
9879d4da1e,will be following you tomorrow!!  sleep we
8642af60ac,"Ohhh me, i am rather bored. How can a friday night be soo bori"
4c23fa2597,Airsoft is horrible!
0656a9dd47,editing something in photoshoot  NILEY
61ef2a5b57,If you are new and in need of a few followers say 'TWEET ME' Person with lowest followers will get a shout out!  U have 30mins
d9d29592fd,Yeaa i`m so sad i`ve watched her live performances in Peru etc and they are EPIC!   I wish she`d just come to N.I! lol xo
61c3c68a34,This is fun !  
fd72aff4ba,  awwww
e1b5025f47,s me
f3fe64fcd1,"So much work, so little ti"
39e1a56fa9, It`s NOT good.  1 of our directors said we could go home and the other said back to work  boo! It was good while it lasted.
7520d814ab,uess im staying home tonight...no movie-ing for me
cbed06918f,Guys... a serious question. Which song do you like most of all your CDs? Be honest! I know you won`t reply me  <333 Maria
569a521833,haha FINALLY !!  hiii frie
863eaa2496,! thank
20bb3f011a,et`s make this last forever.
198db23954,"Still @ hospital, unexpected complicat"
5cdfcb4a91," ur so lucky! there, the stage its so close of theem! here not  i think we`re dangerous "
f50757f5f5,Bummer   was going to try and make it/ other commitments I`m afraid got into the way.  Next time hopefully-
16baf95861,argh! color me jealou
4050f852eb,"I always told my kids that I see and hear everything so mind your manors, so I guess that proved it to him."
35e2ce08fc,And the Sun is shinning...
41128ffe06,what the hell  way to tell
d6809c8848,"Awh, its the last day of the tour  I`ll miss hangin w/ and Children 18:3. Soooo...let`s make it an awesome nite in OK!!"
2ca4410c97,I would be there... But I live across the country
0a75e980ad,at work. these five year olds are gonna keep me young.
9d044f2a97,I decided you should help me make my first solo album
7800edc31c,The pool doesnt open til tomorrow!
5047df4e16,thanks
9f4dab6150,I knew something was wrong with this guy.  Now it`s been confirmed!  Thanks for the
06e3f466dc,"ight, I must be off to do some sewing. Bye x"
17fcf9a88f,glad u feel like cooking I`m so tired
bd6b984f76,Great
c6149b7abf,ts castiel!!!!  [ the angle 
55f3aa08a3,  does the Creepy Lolipop guy play head esploder
cfb49dff56,no i mean 2moz. I`m workin` 7-1 in a bakers then 6-4 later in a pub
2e4518a318,I saw the game not a huge cavs fan lol. they pay refs. But Yao`s out 4 the rest of playoffs so L.a is cruising to the WCF
30a1e8c2b4,Guys (    ) I know! My ability to read time telling devices
b99d926d45,ok shopping was far too f
bbed8dbf57,what is it? i cant get onto bebo on this one!
d31bd4a166,http://twitpic.com/4wtom - This day is soo stressful! Geee.. Lunch was a blast tho! How are you guys
d435cd11df,"Is feeling sick, p"
f6854fcb2c,e fu
824186c80e,Fighting a migra
ae8270ae93,good 
ef2800f3fc, I hate June gloom. I was getting so excited for the beach
af053b89f1,ou know what it is to see people you love most 
7daac1313d, SICK M
807f07c403,ng!  
59a5b29202,You guys need to get on me. It`s been 2 weeks since I`ve went on a cache hunt  #geocaching
c5a47367cc,Come join the fun as I through out the first pitch at the Legends game... May 16th @ 7 pm!   http://tinyurl.com/6nk
8519bcc3f1,I guess I am too frea
c9a0420da8, My cats enjoy th
bf8686c5cc, lo
246df0116d,its cuz you love me. dont make me sad
f1c0904a85,els unfort
91e1ef7c65,"I kind of figured. He`d probably be unable to reason out why a lot of the things in manga happen, or the way they happen."
b914073e50,Not sure yet... they said we`ll see
06ca54fe1a,"Intel gfx driver situation much better with recent upgrades. kernel 2.6.30rc4 and driver from git: Suspend working again, fewer"
7a4dab2e77, suck
9ebdfb81c7,lol takes some getting use to  Just replying to your email. Power keeps cutting out here :
f38f53fbde,"had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!"
43cc688b89, so cute
ce7fe55e1c,mmmmm my hair smells guuud.
29f5b5d7f5,Thank you for sharing. I appreciate your honesty  I hadn`t tweeted for 30 some odd hours and got a little tweet happy.
ecaf22f145,Summer is finally here! Graduation in a week!
6bef62794c,tough
8a39245e7a, Mind telling me which book  cuz i was at barnes and nobles today and found 2 books that looked prom
a26009679d,My Boss is in Las Vegas on the 14th A.P.P. Conference.......pf
129926be2c,"_ yes i know, gross, haha im better then them a"
7fcd443d7c,omputers are a great distraction-but sometimes you should be exercising to getting your chores done instead
cab560fece,its all over
aeb55e479d,"_B I don`t know but they aren`t worth it, only 6 people actually showed up lol"
4e95c5d0bb,i dont wanna miss the laker game tonight! i`m so sad
a19a34d117,m sure 
59b1b05b1f,t chilling. the usual
2a6207dc5a,"Got me a dark red hair dye, going to get some bleach"
ddd56a5d26,borred
f7d4269198,orry.
b7e7e4bb8d,"awww, im so sorry h"
4f38cb58e0,sitting in bed where I will be for the weekend.
b3d8c22fb6,Finally watched the last couple episodes of The Office on NBC ( #theofficenbc ) - I now understand why Gervais stopped after 2 
42c9d2b9b7,Ugh what an amazing n
4019140cb3, Little Louisa is number 3 trying to get number one!
1ddb250d8d,are you still angry
1510b48c1d,All of you can have fun 
10e218c9dd,www i`ve lost a follower i fail
098943a055,it always rains right after i get my car washed
c6d257e1d0, loves
8a16f7dd37,y do i only have 2 people following me  people follow me plea
7a631f317c," Hey girl!  Yeah, my allergies kick in at the most random times. Hmph."
9440d2dc38,elici
84014e8fba,I am now eating one of those big subway cookies with a glass of warm milk. 
bf74134201,Well it`s not far back to sanity. At least it`s not for me.
044c845832,yes
0070c22eae,Cup of tea first i th
bb6dfc60d6,Starving. And Alyssa`s mom would bring her subway.
1f4419bb29,omg I`m so sorry
9cd96e7c95,the downfall
053fc34680,You better believe it!   and I wouldn`t miss it for the 
87580d31b9,is getting her hair did shortly! and hoping everythin
b4c1e1aa74,im joining twitter  lol
153b7c3b9d, why windows vista
a891fa0eea,thank
17d5232511,im gonna fail this test miserably in history
69f0d6734c,Friday Night and working
397392f0d9,WORD!
cd4eb265e2,Ugh 
fe4d193de2,I need to buy a cheap verizon phone
c1fd01f4a8,Ahhhhh
077ee7b7ff,"Oh no, but that means that you won`t be able to get pwned by my shottie this weekend"
ddbdbc4929,Kudai a Pop Rock band from Chile is the last one taking the stage tonig
cb2cb7c385,"Goooooodmoring , I don`t want to be up I am YAT   happy"
03b68badab,Awww I HATE 
4921fcb7c4,absolutely gutt
66095230ee,Spending QT with the hubby
1833176869,hank you  (: cant wait!!!! ummm btw ima crash still 
ebdd8fcbda, Good
af8106f972,http://twitpic.com/67jzp McFly concerts through the years [H]... Don`t have my `06 one though  :/
62e6477a4c,did not understand anything you said
e11371b15e,"the next single is 'Hey Lady'.ok, where is my million dolla"
bbcec53df2,What were you doing up at that time?
90de57062c,_deadgirl :hard stare:
3932877e2b, dammi
8d271d16fb,u mean VIP this time ? coz of the KBS thingy ? haha..
c757d2ef17,ossing
b7d6a9ba5d, yummy
5fc740bfb8,Getting AxKit running on Ubuntu 8.04 is making my head explo
810ec6583b,are you having any problems sending images from Twitterberry  mine just doesn`t want to work
d79ee48381,Been so busy for the entire week. Be able to take a breath next Tuesday
a7043a40d3,ell that sucked 
cba905da5f,thanks 
7c427a95b5,- i can do 'Nana' or 'Nana Rocks' for you in rhinestones & do printed onesies for them 'my nana loves me'
ce68d406cf,10 more minutes and i never have this class again. Its kinda sad cause this class is so fun
5c5522b7b7,"AND, We have your fabulou"
8f6133751f,Rose City Sirens were uber cool l
29667b76c1,am hungry agaaaaaaiiiin maaa
4659fa6f4d,"ow, EMC`s new site is - different"
83508cf4db,wellity! i think ima gonna clean my room :| ****. i need to read a good book. sense and sensibility here we come! BEAT THAT LIL
34f30a2c23,Eating pringles at nearly 1 AM really reminds me  of touring with the Jonas Brothers (don`t ask).......I miss that so much....
81f78c2cb1,Wow seems like a lifetime since I been in here........never change to talktalk! Home phone n broadband not been workin 4 ova a 
fdfe12a800,borin
cc96df37ff,i know!  This season has just zoomed by
bb9c4a0aa5,"d, so"
eff6700d43,e hates m
f4e5e417d7,is good (y) and topshop rules i am actually devastated that i cant come to to london show 'm8' bailed out
2faeedf48c,"Sometimes I hate myself, but that`s normal so I don`t worry bout it"
23c707b638,this is gonna sound really sad & depressing but I really really miss my unc
f545102a3f,why do i think i have to take medicine cuz i was laughing to hard?. my head should not be in this much pain. i thought laughter
2fd12a2127, still 
e60af289e5,The 22nd can`t get here fast enough!
6187121db2,"no, def rubbi"
abe70f648c, i hope you shared it! hah
2a76996986,night night twitter world. [still cant believe the thomas thing  tomorrow`s gunna be FUN/SAD]
94bd67443c,OK - I`m out of here for now. Just popped in to say Hi and check on things. I`ll probably head to the guttah later on tonight
b28fe5e1b7,_y time really flies my frd..how`s you love-hunting mission going? abt time to bring the sexy 'yu yung' jacket out
c032dbb896,live long and prosper
384d65bc27,can`t beli
a0148c421b,aha.  poor aby still gets sor
13e57846a6,I think me gettin a physical change
89d5b3f0b5, Thanks
d35ae85ac0,wow!
ea1006d335,amaze myself at how much I can co
f4ee619b58, well i`m a little bit sick but i`m fin
c325ff3564, sick suc
0dc469bbc8,i hat
388e74963c,- thank
605751edec,"Law and Order! Yeah, I stay home on Sat nite!"
7444ba7c25,zing. love the
6969f81973, have fun 
0329df8ed4,Can`t be
3afae6cfa2,hats so coo
12da1098a2, I`m 25 in december that`s no
7bc9c027c8,"thanks for wishing me luck a couple of weeks ago on getting into a higher choir, but i didn`t make it"
25329e7d96,kill 
32943b4eef, YIKEYSSS!
46f93c6a90, work.  Stup
6a19d93f3e,uch a fu
8415e9b138, a good daugh
eb4da39f39,why are plane tickets so expensive
7b1927e748,happy
8489166688,AWWW
862c1912c0,se I l
9710662c1d,I`m sick!  it
38475e87c7,Time to do house chores! Ugh
2e850a4143,iPhone SDK & I are going to become friends today. Even if it kills me
2259fa1230,There is nothing for me to do here @ wk i should just go home... Or i can go look at bathing suits  bah humb
95c78f8b30, im eating sliders at barjohnnys! (theyre pork tho not beef  still on the search...)
d64075cf8e,"#SanctuarySunday  it`s our mission to make #Sanctuary a trending topic for the day, lots of people on board for it...join in"
7cda7b9fe4,Happy Birthday Mel. We miss you in the UK
277d5a930c,Goodnight
7b433441fc,"I be ok, you?"
f20fecf55e,i got followed by one that says she doesn`t talk to 'god people'-i wonder if she talks to 'goddess people?'
3c7f24a722,Going to  for lunch today with . Who`s in? I still need to hit the 
6c27eda4d9,ved that place.
976eeaa10a, tell me about i
b5e818bb1d,Went to get my car inspection sticker got gigantic red R one. Just keep piling it on. I can take it. Don`t worry about me. I`ll
344002d67a,s  Thank
894740e279,APPY
7071c63072,I hate
98cb6e168f,Last night went really well
ccf98809a7,  Wow.  I
8a50e910f9,han
b56b75f441,I honestly feel like I`m not healing or getting any better. This is not goo
5f2c4039cd,ill be your DJ for a little while! Tune in if you want  www.soompiradio.com
5e7fa13233,Hangin with the fam! My head is hurt
594162e9a0," Tat, You looks beautiful and are a heck of a mama and business woman. "
3b1382c4d8,hahaha i have a bob marley on
e7395fac51,ongratul
1bad2ff339,Ahhh mothers day  My first one YAY
fe25c5bffb,"look, i`m following you!"
abce60a6eb,We want pictures as proof though
b03b093758,w ma
452852e92d,Somewhere in the center.
4da2c62c50,ill mis
d70a4f91db,i lov
ebc72bfcb5,Has had a really goo
cdcbcb989b,Right all strapped in and ready to go   http://twitpic.co
162a2510d2,DUSTBIN BABY ON AT 11.30 Cannot wait  
124848e01c,"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I`m not sure if I can sleep at all."
5125b9b433, I`d love
2ef8bef8cf,'We did it we did it oh yea yea yea no eating here tonite woo eating here tonight no no no eating here tonite you on a diet' fi
7716d2b1e5,virus hunting on computer - always wondering what it will destroy
2a5bb8d827, Happ
11da672d95,"Haha k we should stop here. If not, it`s going to turn into a **** section. Ohwell, my parents just came home"
5fcb9e73d9,I`m always hungry all the time but now I don`t even feel like eating. This is not normal...and my throat`s sore. I`m sick
88a2445fc8,good w
a47cdbde76,cited!  
65539f18d2,"_spark heheh.  Odd though, I thought a couple of the others I`d done were bette"
e2b120810e,Thanks!!
352e2cdec2,ork   Y
0843f4bf18,missi
3f954203e6, lazy Sunday mor
2277651477,"_cheryl Lucky, now I want to teleport"
fddcbe9285,"_starr Yep, the Hawkesbury Classic starts at Windsor, home of said D"
7266841273,re pretty man... I cant upload more pics here for some reason  You wrote you wish to find 
4bec049334,"aha! just overheard on the us. 3 yrold to mom 'mom, I think I should learn to read today'"
326afaf347, think 2 to start off with but a house that can fit 4 - or we may go the whole hog and get 4.... not sure yet
98d18c0450,ut I keep updating.
2d1526997c, gosh poo
f606bc09eb,good 
ba7874cdc2,  twilightguy.com kalebnation.com youtube.com/kalebnation PUT HIM ON THE SHOW! Sry for spamming but we love 
7e965dc579,June gloom is upon us
ab65c6b83f,ove ya gir
eff58ee8e1,hahaha I didn`t even notice the name - LICE
aa806bb753,lovely 
c365bf1d6a,I did?!  y
08005e1d8a,UCH!!
a51ec5ece8,very talented Sam
d98d7164a6,On Security Audit
b3833ccb24,really not lookin forwa
0b5d29b8e4,ate to do interviews in the rain
fd8bfa5d25,bra
f7904730f7,I hate Windows.  I miss my lovely Ubuntu   I`m such a nerd 
894c9ada33,I haven`t talked to you since the last day of school!  that`s no ri
468b447bba,otta love a connected world. Now sudying `game design`. Even better
c5fb137c1d, Everything
82f7a9886e,weather starting to be better  So just SHI
ac876ae0c5,.
21d66d0a6c,"total tv quote, not sure if u would know it"
f8870c7853,ep... i think i might have just made the decision to go head first...  we may be witnessing a historical moment... real talk
0383cacfae,"Has got the slow cooker going, now just to get ready for work"
66d69c9b5d,Thinks my 'not girlfriend' needs to not be a douchebag right now...  i`m not in the mood to feel neglected
832c4aadf3,"A sweltering afternoon no wonder the creepy, slithering snakes are heading to the creek. The nasty things can swim! Frightening"
5ebd021c3b,eel fantas
a860dd0243,Aww what a sunny day! Tasty barbeque with the family (: Got bad sunburn though
79f7adaafb,You will know me and Kristi in Raleigh... right
7a3840a246,on`t follow your dreams; chase them.- Richard Dumb (who I think is very s
0e533abdae,That is super sa
5dd285d847,_Online When will the maintanance end? I would like to backup some st
34efe57af1, BTW I STILL can`t believe how Awesome the NEWJABBAKIDZ performance was...U in the masks..I screamed at my pc
297e022449,HAPPY
b5e6c1f21f,I`m the heir to the over draft
ee61128d20,hey Mr Danger!!
454666ed2d,"Awesome, con"
a3d0a7d5ad,"Spent the entire morning in a meeting w/ a vendor, and my boss was not happy w/ them. Lots of fun.  I had other plans for my mo"
46b6cb4986,I don`t want to work tomorrow. I don`t feel good. Haven`t felt good in 4 days =/ My body needs rest but my mind won`t slow down
c0b7994ca0,"you need to play something from Mary Poppins at them, everyone knows that`s how rooms get tidy"
0d4a59120c,"Yep,  that B-Day kiss is gonna happen, right "
55c858a306,ll adorable
09337c0407,Happy
b07f0d8ace,ont worry bab
c9e8d1ef1c,says good (or should i say bad?) 
0ce534f141,ood friends
51b8abfcdd,I have trouble
